 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 1950 , 0.67 , 0.60 , 0.60 , 1.43 , 1.05 , 0.80 , 1.21 , 2.72 , 1.14 , 0.98 , 1.77 , 1.66 , 1.24 , 1.24 , 1.55 , 1.25 
 1960 , 0.74 , 0.70 , 0.60 , 1.17 , 1.07 , 0.70 , 1.03 , 1.90 , 1.09 , 0.99 , 1.52 , 1.34 , 0.46 , 1.33 , 1.38 , 1.02 
 1970 , 0.72 , 0.68 , 0.59 , 0.80 , 1.11 , 0.65 , 1.00 , 1.40 , 1.16 , 1.03 , 1.39 , 1.04 , 0.62 , 1.07 , 1.18 , 0.87 
 1980 , 0.79 , 0.73 , 0.66 , 0.87 , 1.11 , 0.66 , 0.99 , 1.33 , 1.05 , 1.10 , 1.15 , 1.09 , 0.60 , 1.01 , 1.11 , 0.84 
 1990 , 0.96 , 0.98 , 0.90 , 1.04 , 0.98 , 0.86 , 1.20 , 1.08 , 1.03 , 1.06 , 1.03 , 1.11 , 0.81 , 1.06 , 1.00 , 1.06 
 2000 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
 2010 , 1.07 , 1.07 , 1.07 , 1.01 , 1.04 , 1.09 , 0.99 , 1.07 , 0.96 , 0.95 , 1.01 , 0.98 , 1.12 , 0.95 , 0.97 , 1.04 
 2020 , 1.17 , 1.18 , 1.14 , 1.08 , 1.10 , 1.16 , 1.10 , 1.20 , 0.93 , 0.92 , 1.05 , 1.02 , 1.17 , 0.92 , 0.94 , 1.10 
 2030 , 1.27 , 1.29 , 1.24 , 1.17 , 1.19 , 1.28 , 1.21 , 1.26 , 0.91 , 0.90 , 1.10 , 1.06 , 1.22 , 0.90 , 0.92 , 1.08 
 2040 , 1.39 , 1.41 , 1.36 , 1.28 , 1.31 , 1.36 , 1.29 , 1.35 , 1.02 , 1.01 , 1.17 , 1.13 , 1.30 , 1.01 , 1.03 , 1.22 
 2050 , 1.58 , 1.60 , 1.54 , 1.45 , 1.48 , 1.40 , 1.33 , 1.48 , 1.11 , 1.09 , 1.29 , 1.25 , 1.44 , 1.09 , 1.12 , 1.32 
 2060 , 1.76 , 1.78 , 1.72 , 1.62 , 1.66 , 1.56 , 1.48 , 1.65 , 1.19 , 1.18 , 1.43 , 1.39 , 1.60 , 1.18 , 1.20 , 1.42 
 2070 , 1.84 , 1.87 , 1.79 , 1.69 , 1.73 , 1.78 , 1.68 , 1.84 , 1.27 , 1.25 , 1.59 , 1.55 , 1.78 , 1.25 , 1.28 , 1.51 
 2080 , 1.89 , 1.92 , 1.84 , 1.74 , 1.78 , 1.94 , 1.83 , 2.05 , 1.35 , 1.33 , 1.78 , 1.72 , 1.98 , 1.33 , 1.36 , 1.61 
 2090 , 1.97 , 2.00 , 1.93 , 1.82 , 1.86 , 1.95 , 1.85 , 2.25 , 1.40 , 1.38 , 1.95 , 1.89 , 2.18 , 1.38 , 1.41 , 1.67 
 2100 , 2.07 , 2.10 , 2.02 , 1.91 , 1.95 , 1.84 , 1.74 , 2.39 , 1.45 , 1.43 , 2.07 , 2.01 , 2.31 , 1.43 , 1.46 , 1.73 
 2110 , 2.18 , 2.21 , 2.12 , 2.01 , 2.05 , 1.84 , 1.75 , 2.51 , 1.52 , 1.50 , 2.18 , 2.11 , 2.43 , 1.50 , 1.53 , 1.81 
 2120 , 2.29 , 2.32 , 2.23 , 2.11 , 2.15 , 1.86 , 1.76 , 2.64 , 1.60 , 1.58 , 2.29 , 2.22 , 2.56 , 1.58 , 1.61 , 1.91 
 2130 , 2.41 , 2.44 , 2.35 , 2.22 , 2.26 , 1.88 , 1.78 , 2.77 , 1.68 , 1.66 , 2.41 , 2.33 , 2.69 , 1.66 , 1.69 , 2.00 
 2140 , 2.53 , 2.57 , 2.47 , 2.33 , 2.38 , 1.91 , 1.81 , 2.91 , 1.76 , 1.74 , 2.53 , 2.45 , 2.83 , 1.75 , 1.78 , 2.11 
 2150 , 2.66 , 2.70 , 2.59 , 2.45 , 2.50 , 1.96 , 1.85 , 3.06 , 1.86 , 1.83 , 2.66 , 2.58 , 2.97 , 1.83 , 1.87 , 2.21 
 2160 , 2.80 , 2.84 , 2.73 , 2.57 , 2.63 , 2.01 , 1.90 , 3.22 , 1.95 , 1.93 , 2.79 , 2.71 , 3.12 , 1.93 , 1.97 , 2.33 
 2170 , 2.94 , 2.98 , 2.87 , 2.71 , 2.77 , 2.08 , 1.97 , 3.39 , 2.05 , 2.03 , 2.94 , 2.85 , 3.28 , 2.03 , 2.07 , 2.45 
