 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2130 , 1.00 , 1.01 , 0.97 , 0.98 , 1.01 , 0.90 , 0.89 , 1.55 , 2.61 , 2.57 , 1.52 , 1.50 , 1.46 , 2.62 , 2.70 , 2.55 
 2140 , 1.00 , 1.00 , 0.96 , 0.97 , 1.00 , 0.89 , 0.89 , 1.56 , 2.65 , 2.61 , 1.53 , 1.51 , 1.46 , 2.66 , 2.73 , 2.59 
 2150 , 0.99 , 1.00 , 0.96 , 0.97 , 1.00 , 0.89 , 0.89 , 1.57 , 2.68 , 2.64 , 1.53 , 1.51 , 1.47 , 2.69 , 2.77 , 2.62 
 2160 , 0.99 , 1.00 , 0.96 , 0.97 , 1.00 , 0.89 , 0.89 , 1.57 , 2.70 , 2.66 , 1.54 , 1.52 , 1.47 , 2.72 , 2.79 , 2.64 
 2170 , 0.99 , 1.00 , 0.96 , 0.96 , 1.00 , 0.89 , 0.89 , 1.57 , 2.72 , 2.68 , 1.54 , 1.52 , 1.47 , 2.74 , 2.81 , 2.66 
 2180 , 0.99 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.74 , 2.70 , 1.54 , 1.52 , 1.48 , 2.75 , 2.83 , 2.68 
 2190 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.76 , 2.84 , 2.68 
 2200 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2210 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2220 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2230 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2240 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2250 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2260 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2270 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2280 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2290 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
 2300 , 0.98 , 0.99 , 0.95 , 0.96 , 0.99 , 0.89 , 0.88 , 1.58 , 2.75 , 2.71 , 1.54 , 1.52 , 1.48 , 2.77 , 2.84 , 2.69 
